epoch,step,train_MAE,train_RMSE,train_Total_Loss
0,274,0.26308128237724304,0.34547603130340576,0.26308128237724304
1,549,0.15242217481136322,0.21801482141017914,0.15242217481136322
2,824,0.13683977723121643,0.20024746656417847,0.13683977723121643
3,1099,0.13456733524799347,0.19742172956466675,0.13456733524799347
4,1374,0.12657590210437775,0.18836551904678345,0.12657590210437775
5,1649,0.11828286945819855,0.17993859946727753,0.11828286945819855
6,1924,0.11701442301273346,0.1750599592924118,0.11701442301273346
7,2199,0.11408082395792007,0.1732027232646942,0.11408082395792007
8,2474,0.11462095379829407,0.1723659187555313,0.11462095379829407
9,2749,0.10494615882635117,0.16295109689235687,0.10494615882635117
10,3024,0.10241810232400894,0.15906484425067902,0.10241810232400894
11,3299,0.09929348528385162,0.15482661128044128,0.09929348528385162
12,3574,0.11028776317834854,0.16570034623146057,0.11028776317834854
13,3849,0.10336139053106308,0.16063238680362701,0.10336139053106308
14,4124,0.09773001819849014,0.1537843644618988,0.09773001819849014
15,4399,0.09933619201183319,0.1573432981967926,0.09933619201183319
16,4674,0.10247747600078583,0.15839092433452606,0.10247747600078583
17,4949,0.10073738545179367,0.1575547456741333,0.10073738545179367
18,5224,0.09677629917860031,0.15295955538749695,0.09677629917860031
19,5499,0.0950879454612732,0.14822812378406525,0.0950879454612732
20,5774,0.09327296912670135,0.14695340394973755,0.09327296912670135
21,6049,0.09303952753543854,0.1456923931837082,0.09303952753543854
22,6324,0.09270302206277847,0.14497920870780945,0.09270302206277847
23,6599,0.09616260230541229,0.1543605774641037,0.09616260230541229
24,6874,0.09357929229736328,0.14753389358520508,0.09357929229736328
25,7149,0.09097399562597275,0.1437644064426422,0.09097399562597275
26,7424,0.08691013604402542,0.1408643275499344,0.08691013604402542
27,7699,0.0855456218123436,0.13739417493343353,0.0855456218123436
28,7974,0.08716310560703278,0.13830141723155975,0.08716310560703278
29,8249,0.08970563858747482,0.14359034597873688,0.08970563858747482
