epoch,step,train_MAE,train_RMSE,train_Total_Loss
0,473,0.523717999458313,0.6865555047988892,0.523717999458313
1,947,0.4620116055011749,0.6020779609680176,0.4620116055011749
2,1421,0.45143914222717285,0.5891428589820862,0.45143914222717285
3,1895,0.3451899290084839,0.4348098039627075,0.3451899290084839
4,2369,0.29055899381637573,0.36866694688796997,0.29055899381637573
5,2843,0.26968953013420105,0.34401580691337585,0.26968953013420105
6,3317,0.24828828871250153,0.3173651695251465,0.24828828871250153
7,3791,0.24250535666942596,0.30988892912864685,0.24250535666942596
8,4265,0.23555447161197662,0.302627295255661,0.23555447161197662
9,4739,0.2279873639345169,0.2921466529369354,0.2279873639345169
10,5213,0.21069744229316711,0.269880473613739,0.21069744229316711
11,5687,0.204365536570549,0.26309260725975037,0.204365536570549
12,6161,0.1956295669078827,0.2527349591255188,0.1956295669078827
13,6635,0.18873919546604156,0.24324116110801697,0.18873919546604156
14,7109,0.18419888615608215,0.23795127868652344,0.18419888615608215
15,7583,0.1838091015815735,0.23670563101768494,0.1838091015815735
16,8057,0.17092451453208923,0.22031919658184052,0.17092451453208923
17,8531,0.16415345668792725,0.21123239398002625,0.16415345668792725
18,9005,0.15751557052135468,0.20392075181007385,0.15751557052135468
19,9479,0.1570294350385666,0.20413315296173096,0.1570294350385666
20,9953,0.14660319685935974,0.1908050775527954,0.14660319685935974
21,10427,0.13707347214221954,0.1783658266067505,0.13707347214221954
22,10901,0.134513258934021,0.1761353462934494,0.134513258934021
23,11375,0.16720490157604218,0.21658866107463837,0.16720490157604218
24,11849,0.1637168973684311,0.2131674885749817,0.1637168973684311
25,12323,0.13973727822303772,0.18248476088047028,0.13973727822303772
26,12797,0.1325971484184265,0.1733235865831375,0.1325971484184265
27,13271,0.12681730091571808,0.16652004420757294,0.12681730091571808
28,13745,0.12560494244098663,0.165023535490036,0.12560494244098663
29,14219,0.15304428339004517,0.1990504115819931,0.15304428339004517
30,14693,0.16673974692821503,0.21678844094276428,0.16673974692821503
31,15167,0.1595926135778427,0.20843155682086945,0.1595926135778427
32,15641,0.14604604244232178,0.1922292560338974,0.14604604244232178
33,16115,0.13721229135990143,0.18259195983409882,0.13721229135990143
34,16589,0.13497042655944824,0.1795881986618042,0.13497042655944824
35,17063,0.1255357712507248,0.16725483536720276,0.1255357712507248
36,17537,0.12405124306678772,0.16675813496112823,0.12405124306678772
37,18011,0.11770576238632202,0.15798264741897583,0.11770576238632202
38,18485,0.13192661106586456,0.17313680052757263,0.13192661106586456
39,18959,0.11278333514928818,0.14937742054462433,0.11278333514928818
40,19433,0.1081145852804184,0.1435437798500061,0.1081145852804184
41,19907,0.10660561174154282,0.14178428053855896,0.10660561174154282
42,20381,0.1628028303384781,0.21218685805797577,0.1628028303384781
43,20855,0.1279180645942688,0.16765233874320984,0.1279180645942688
44,21329,0.11471987515687943,0.15150810778141022,0.11471987515687943
45,21803,0.11464249342679977,0.15385212004184723,0.11464249342679977
46,22277,0.11000145971775055,0.14814305305480957,0.11000145971775055
47,22751,0.10746622085571289,0.14392691850662231,0.10746622085571289
48,23225,0.10571978241205215,0.14231567084789276,0.10571978241205215
49,23699,0.10766936093568802,0.14346329867839813,0.10766936093568802
50,24173,0.10435120761394501,0.1405876874923706,0.10435120761394501
51,24647,0.09891396015882492,0.13320530951023102,0.09891396015882492
52,25121,0.10188227146863937,0.13960891962051392,0.10188227146863937
53,25595,0.09553723782300949,0.12935180962085724,0.09553723782300949
54,26069,0.09198406338691711,0.12313072383403778,0.09198406338691711
55,26543,0.09598387777805328,0.13184094429016113,0.09598387777805328
56,27017,0.09087050706148148,0.12469044327735901,0.09087050706148148
57,27491,0.0911104828119278,0.12404708564281464,0.0911104828119278
58,27965,0.09091653674840927,0.12479229271411896,0.09091653674840927
59,28439,0.09138655662536621,0.12496408820152283,0.09138655662536621
60,28913,0.09159929305315018,0.1238996759057045,0.09159929305315018
61,29387,0.08343251794576645,0.11352391541004181,0.08343251794576645
62,29861,0.08293166011571884,0.11230559647083282,0.08293166011571884
63,30335,0.09412075579166412,0.12655502557754517,0.09412075579166412
64,30809,0.08706408739089966,0.11817161738872528,0.08706408739089966
65,31283,0.0826859250664711,0.11292358487844467,0.0826859250664711
66,31757,0.0997491255402565,0.13459983468055725,0.0997491255402565
67,32231,0.0945139154791832,0.12594817578792572,0.0945139154791832
68,32705,0.08700314164161682,0.11679797619581223,0.08700314164161682
69,33179,0.08308101445436478,0.11168687045574188,0.08308101445436478
70,33653,0.08077377080917358,0.10852281004190445,0.08077377080917358
71,34127,0.08107522130012512,0.1092359870672226,0.08107522130012512
72,34601,0.08185873180627823,0.11107660084962845,0.08185873180627823
73,35075,0.07898768037557602,0.10721863806247711,0.07898768037557602
74,35549,0.0772661566734314,0.10479488968849182,0.0772661566734314
75,36023,0.07620813697576523,0.10398724675178528,0.07620813697576523
76,36497,0.07493258267641068,0.10211702436208725,0.07493258267641068
77,36971,0.07516330480575562,0.10187770426273346,0.07516330480575562
78,37445,0.08247428387403488,0.11673564463853836,0.08247428387403488
79,37919,0.07987810671329498,0.11262602359056473,0.07987810671329498
80,38393,0.07606154680252075,0.10550876706838608,0.07606154680252075
81,38867,0.0792832225561142,0.11279750615358353,0.0792832225561142
