epoch,step,test_MAE,test_RMSE,test_Total_Loss,train_MAE,train_RMSE,train_Total_Loss
0,31,,,,570.8095703125,735.865966796875,570.8095703125
1,63,,,,375.4613037109375,544.1796264648438,375.4613037109375
2,95,,,,254.91505432128906,418.6878356933594,254.91505432128906
3,127,,,,197.85472106933594,369.9555969238281,197.85472106933594
4,159,,,,172.71432495117188,331.95465087890625,172.71432495117188
5,191,,,,155.12550354003906,294.75958251953125,155.12550354003906
6,223,,,,144.53720092773438,270.54791259765625,144.53720092773438
7,255,,,,131.4569091796875,248.80880737304688,131.4569091796875
8,287,,,,109.189697265625,225.89637756347656,109.189697265625
9,319,,,,101.87870025634766,207.94363403320312,101.87870025634766
10,351,,,,96.32920837402344,197.668701171875,96.32920837402344
11,383,,,,89.66873168945312,186.73997497558594,89.66873168945312
12,415,,,,86.6487808227539,177.5480499267578,86.6487808227539
13,447,,,,84.1239013671875,171.7308807373047,84.1239013671875
14,479,,,,92.16361236572266,174.53952026367188,92.16361236572266
15,511,,,,80.20800018310547,164.0707244873047,80.20800018310547
16,543,,,,77.47098541259766,154.08209228515625,77.47098541259766
17,575,,,,73.81234741210938,140.03927612304688,73.81234741210938
18,607,,,,73.63542938232422,151.9806671142578,73.63542938232422
19,639,,,,69.24082946777344,138.02976989746094,69.24082946777344
20,671,,,,68.5581283569336,143.83221435546875,68.5581283569336
21,703,,,,67.79967498779297,136.24732971191406,67.79967498779297
22,735,,,,63.806800842285156,124.46857452392578,63.806800842285156
23,767,,,,70.02460479736328,135.7381591796875,70.02460479736328
24,799,,,,61.31517028808594,122.17997741699219,61.31517028808594
25,831,,,,60.29738235473633,125.6291732788086,60.29738235473633
26,863,,,,64.38082122802734,120.96739959716797,64.38082122802734
27,895,,,,66.18458557128906,128.88243103027344,66.18458557128906
28,927,,,,58.92856216430664,112.33361053466797,58.92856216430664
29,959,,,,56.09922409057617,107.0350341796875,56.09922409057617
30,991,,,,55.95578384399414,107.87569427490234,55.95578384399414
31,1023,,,,58.44887161254883,107.49565124511719,58.44887161254883
32,1055,,,,54.47136306762695,97.03448486328125,54.47136306762695
33,1087,,,,55.68595504760742,98.78677368164062,55.68595504760742
34,1119,,,,52.692657470703125,90.79190826416016,52.692657470703125
35,1151,,,,51.51931381225586,91.73836517333984,51.51931381225586
36,1183,,,,53.4259147644043,92.93254852294922,53.4259147644043
37,1215,,,,49.38290023803711,89.24493408203125,49.38290023803711
38,1247,,,,50.26948165893555,88.59754943847656,50.26948165893555
39,1279,,,,63.22845458984375,102.24407958984375,63.22845458984375
40,1311,,,,54.703495025634766,91.2119369506836,54.703495025634766
41,1343,,,,48.880462646484375,86.33106231689453,48.880462646484375
42,1375,,,,45.69367218017578,84.46135711669922,45.69367218017578
43,1407,,,,44.715171813964844,74.08993530273438,44.715171813964844
44,1439,,,,47.961700439453125,79.15629577636719,47.961700439453125
45,1471,,,,48.31752014160156,81.30654907226562,48.31752014160156
46,1503,,,,43.834922790527344,73.83302307128906,43.834922790527344
47,1535,,,,45.70181655883789,73.1536636352539,45.70181655883789
48,1567,,,,49.64754867553711,80.43636322021484,49.64754867553711
49,1599,,,,51.175132751464844,84.61991119384766,51.175132751464844
50,1631,,,,41.12507247924805,71.38558959960938,41.12507247924805
51,1663,,,,43.15333938598633,72.9218978881836,43.15333938598633
52,1695,,,,42.94524383544922,77.74852752685547,42.94524383544922
53,1727,,,,42.66363525390625,71.67383575439453,42.66363525390625
54,1759,,,,41.68904113769531,70.06134796142578,41.68904113769531
55,1791,,,,42.10472869873047,72.17981719970703,42.10472869873047
56,1823,,,,44.99447250366211,68.97904968261719,44.99447250366211
57,1855,,,,44.23731231689453,73.23810577392578,44.23731231689453
58,1887,,,,37.98906326293945,63.84104919433594,37.98906326293945
59,1919,,,,45.91531753540039,77.06334686279297,45.91531753540039
60,1951,,,,43.96486282348633,74.66047668457031,43.96486282348633
61,1983,,,,42.61235427856445,72.65249633789062,42.61235427856445
62,2015,,,,40.91804504394531,70.58770751953125,40.91804504394531
63,2047,,,,45.084556579589844,75.23686218261719,45.084556579589844
64,2079,,,,42.116397857666016,69.78953552246094,42.116397857666016
65,2111,,,,45.98322296142578,77.56880187988281,45.98322296142578
66,2143,,,,39.97629165649414,69.49121856689453,39.97629165649414
67,2175,,,,38.577423095703125,65.43114471435547,38.577423095703125
68,2207,,,,37.51023483276367,64.68265533447266,37.51023483276367
69,2239,,,,39.15080642700195,63.533233642578125,39.15080642700195
70,2271,,,,38.900657653808594,66.09593963623047,38.900657653808594
71,2303,,,,40.712501525878906,69.86592864990234,40.712501525878906
72,2335,,,,42.66167068481445,70.9662857055664,42.66167068481445
73,2367,,,,35.3928337097168,60.00053405761719,35.3928337097168
74,2399,,,,36.98469161987305,63.0540771484375,36.98469161987305
75,2431,,,,38.83250045776367,62.97401428222656,38.83250045776367
76,2463,,,,45.85914993286133,75.73059844970703,45.85914993286133
77,2495,,,,36.48652648925781,60.68899154663086,36.48652648925781
78,2527,,,,36.95418167114258,63.000274658203125,36.95418167114258
79,2559,,,,42.26881408691406,71.97819519042969,42.26881408691406
80,2591,,,,40.005104064941406,66.93080139160156,40.005104064941406
81,2623,,,,35.66938018798828,61.26226043701172,35.66938018798828
82,2655,,,,34.5551643371582,59.59264373779297,34.5551643371582
83,2687,,,,36.93839645385742,63.84270477294922,36.93839645385742
