epoch,step,test_MAE,test_RMSE,test_Total_Loss,train_MAE,train_RMSE,train_Total_Loss
0,274,,,,0.3025782108306885,0.3753722608089447,0.3025782108306885
1,549,,,,0.12941999733448029,0.20004646480083466,0.12941999733448029
2,824,,,,0.12145759910345078,0.1938077062368393,0.12145759910345078
3,1099,,,,0.11807115375995636,0.19054020941257477,0.11807115375995636
4,1374,,,,0.11401714384555817,0.18636661767959595,0.11401714384555817
5,1649,,,,0.11121197044849396,0.18050701916217804,0.11121197044849396
6,1924,,,,0.11057526618242264,0.17673127353191376,0.11057526618242264
7,2199,,,,0.10330244898796082,0.17120042443275452,0.10330244898796082
8,2474,,,,0.10040999203920364,0.1658860296010971,0.10040999203920364
9,2749,,,,0.09968535602092743,0.16244982182979584,0.09968535602092743
10,3024,,,,0.09758949279785156,0.15921789407730103,0.09758949279785156
11,3299,,,,0.09483425319194794,0.15550535917282104,0.09483425319194794
12,3574,,,,0.0925973653793335,0.1541804075241089,0.0925973653793335
13,3849,,,,0.0917338952422142,0.15296469628810883,0.0917338952422142
14,4124,,,,0.0904926210641861,0.15119218826293945,0.0904926210641861
15,4399,,,,0.08995164930820465,0.14938712120056152,0.08995164930820465
16,4674,,,,0.08775770664215088,0.14897851645946503,0.08775770664215088
17,4949,,,,0.08696363121271133,0.14440234005451202,0.08696363121271133
18,5224,,,,0.0854332447052002,0.14462976157665253,0.0854332447052002
19,5499,,,,0.08589689433574677,0.14535295963287354,0.08589689433574677
20,5774,,,,0.08410095423460007,0.1428077667951584,0.08410095423460007
21,6049,,,,0.08214329928159714,0.14001229405403137,0.08214329928159714
22,6324,,,,0.08224279433488846,0.14046867191791534,0.08224279433488846
23,6599,,,,0.08263470977544785,0.1404864490032196,0.08263470977544785
24,6874,,,,0.08066794276237488,0.13640862703323364,0.08066794276237488
25,7149,,,,0.07915106415748596,0.13613279163837433,0.07915106415748596
26,7424,,,,0.08009186387062073,0.1358269453048706,0.08009186387062073
27,7699,,,,0.07859968394041061,0.13590580224990845,0.07859968394041061
28,7974,,,,0.07672642171382904,0.1328371912240982,0.07672642171382904
29,8249,,,,0.07588154822587967,0.13070446252822876,0.07588154822587967
30,8524,,,,0.0771189033985138,0.13093571364879608,0.0771189033985138
31,8799,,,,0.0780012458562851,0.13056711852550507,0.0780012458562851
32,9074,,,,0.07511429488658905,0.1289522498846054,0.07511429488658905
33,9349,,,,0.07456061989068985,0.12716084718704224,0.07456061989068985
34,9624,,,,0.07411535084247589,0.1253187209367752,0.07411535084247589
35,9899,,,,0.07288269698619843,0.1248680129647255,0.07288269698619843
36,10174,,,,0.07247266918420792,0.12361939996480942,0.07247266918420792
37,10449,,,,0.07218765467405319,0.12294574826955795,0.07218765467405319
38,10724,,,,0.07204850763082504,0.12187469750642776,0.07204850763082504
39,10999,,,,0.07179031521081924,0.12089092284440994,0.07179031521081924
40,11274,,,,0.06965147703886032,0.11879096925258636,0.06965147703886032
41,11549,,,,0.06942453235387802,0.11656603962182999,0.06942453235387802
42,11824,,,,0.06843017786741257,0.11537560075521469,0.06843017786741257
43,12099,,,,0.06772232800722122,0.11757997423410416,0.06772232800722122
44,12374,,,,0.06838829070329666,0.11616867035627365,0.06838829070329666
