epoch,step,train_MAE,train_RMSE,train_Total_Loss
0,274,0.32738402485847473,0.39918166399002075,0.32738402485847473
1,549,0.13720637559890747,0.20714256167411804,0.13720637559890747
2,824,0.12631630897521973,0.1976778656244278,0.12631630897521973
3,1099,0.12214261293411255,0.19480614364147186,0.12214261293411255
4,1374,0.11809348315000534,0.19159619510173798,0.11809348315000534
5,1649,0.11701089143753052,0.19065193831920624,0.11701089143753052
6,1924,0.11523659527301788,0.18885236978530884,0.11523659527301788
7,2199,0.11261485517024994,0.18729037046432495,0.11261485517024994
8,2474,0.11118011176586151,0.18323597311973572,0.11118011176586151
9,2749,0.1103050708770752,0.18100810050964355,0.1103050708770752
10,3024,0.10861925780773163,0.18078096210956573,0.10861925780773163
11,3299,0.10603006184101105,0.1774890124797821,0.10603006184101105
12,3574,0.10673859715461731,0.1759229451417923,0.10673859715461731
13,3849,0.10338197648525238,0.1715732365846634,0.10338197648525238
14,4124,0.10355281084775925,0.17028526961803436,0.10355281084775925
15,4399,0.09973594546318054,0.1646440476179123,0.09973594546318054
16,4674,0.09865076094865799,0.16240571439266205,0.09865076094865799
17,4949,0.09414424747228622,0.15739423036575317,0.09414424747228622
18,5224,0.0956278070807457,0.15721824765205383,0.0956278070807457
19,5499,0.0920538380742073,0.15315192937850952,0.0920538380742073
20,5774,0.08899635821580887,0.14855988323688507,0.08899635821580887
21,6049,0.08992794901132584,0.14891065657138824,0.08992794901132584
22,6324,0.08750850707292557,0.1468534767627716,0.08750850707292557
23,6599,0.08573063462972641,0.14333248138427734,0.08573063462972641
24,6874,0.08377740532159805,0.1404690146446228,0.08377740532159805
25,7149,0.08279934525489807,0.13854126632213593,0.08279934525489807
26,7424,0.08113983273506165,0.13555531203746796,0.08113983273506165
27,7699,0.08064809441566467,0.13390618562698364,0.08064809441566467
28,7974,0.08041346818208694,0.13365645706653595,0.08041346818208694
29,8249,0.07731443643569946,0.13033129274845123,0.07731443643569946
30,8524,0.0775098204612732,0.1301049143075943,0.0775098204612732
31,8799,0.07731976360082626,0.12889863550662994,0.07731976360082626
32,9074,0.07620029896497726,0.12673313915729523,0.07620029896497726
33,9349,0.07458353042602539,0.12431830912828445,0.07458353042602539
34,9624,0.07398154586553574,0.12366672605276108,0.07398154586553574
35,9899,0.07411683350801468,0.12252048403024673,0.07411683350801468
36,10174,0.07125502824783325,0.1185508668422699,0.07125502824783325
