epoch,step,train_MAE,train_RMSE,train_Total_Loss
0,473,0.5266251564025879,0.6981226801872253,0.5266251564025879
1,947,0.36796605587005615,0.48290640115737915,0.36796605587005615
2,1421,0.2510482370853424,0.32667985558509827,0.2510482370853424
3,1895,0.19562017917633057,0.25561749935150146,0.19562017917633057
4,2369,0.17527073621749878,0.22946439683437347,0.17527073621749878
5,2843,0.1661478579044342,0.21860291063785553,0.1661478579044342
6,3317,0.15682074427604675,0.20720982551574707,0.15682074427604675
7,3791,0.14752952754497528,0.19520413875579834,0.14752952754497528
8,4265,0.1381528228521347,0.1823304146528244,0.1381528228521347
9,4739,0.13437268137931824,0.17670917510986328,0.13437268137931824
10,5213,0.12671148777008057,0.16643919050693512,0.12671148777008057
11,5687,0.12005943804979324,0.15862172842025757,0.12005943804979324
12,6161,0.11751622706651688,0.15362678468227386,0.11751622706651688
13,6635,0.11317215859889984,0.14845816791057587,0.11317215859889984
14,7109,0.10687731206417084,0.14029866456985474,0.10687731206417084
15,7583,0.10486491024494171,0.13772371411323547,0.10486491024494171
16,8057,0.0982542484998703,0.12904882431030273,0.0982542484998703
17,8531,0.09608341753482819,0.1268884688615799,0.09608341753482819
18,9005,0.09106825292110443,0.12011060863733292,0.09106825292110443
19,9479,0.08931814879179001,0.11838463693857193,0.08931814879179001
20,9953,0.09000426530838013,0.11846908926963806,0.09000426530838013
21,10427,0.08500497788190842,0.11286042630672455,0.08500497788190842
22,10901,0.08392739295959473,0.11109110713005066,0.08392739295959473
23,11375,0.08082138001918793,0.1078156903386116,0.08082138001918793
24,11849,0.08054147660732269,0.10716711729764938,0.08054147660732269
25,12323,0.07770782709121704,0.10359886288642883,0.07770782709121704
26,12797,0.07830740511417389,0.10441102087497711,0.07830740511417389
27,13271,0.07442856580018997,0.09986856579780579,0.07442856580018997
28,13745,0.07591382414102554,0.10168281197547913,0.07591382414102554
29,14219,0.07338202744722366,0.09831066429615021,0.07338202744722366
30,14693,0.07249037176370621,0.09773726016283035,0.07249037176370621
31,15167,0.07092879712581635,0.09539330005645752,0.07092879712581635
32,15641,0.07045040279626846,0.09454696625471115,0.07045040279626846
33,16115,0.0673336386680603,0.0911269262433052,0.0673336386680603
34,16589,0.06933828443288803,0.09297984093427658,0.06933828443288803
